EventId,InvestigationType,AccidentNumber,EventDate,Location,Country,Latitude,Longitude,AirportCode,AirportName,InjurySeverity,AircraftDamage,AircraftCategory,RegistrationNumber,Make,Model,AmateurBuilt,NumberOfEngines,EngineType,FARDescription,Schedule,PurposeOfFlight,AirCarrier,TotalFatalInjuries,TotalSeriousInjuries,TotalMinorInjuries,TotalUninjured,WeatherCondition,BroadPhaseOfFlight,ReportStatus,PublicationDate,
20080430X00568,Accident,MIA08FA091,04/18/2008,"Skaneateles, NY",United States,43.116667,-76.141389,6B9,SKANEATELES AERO DROME,Fatal(1),Substantial,Airplane,N14037,AeroFab,Lake LA-250,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,1,1,0,0,VMC,MANEUVERING,Probable Cause,01/29/2009,
20080425X00550,Accident,LAX08FA115,04/18/2008,"Sonora, CA",United States,38.056389,-119.900833,,,Fatal(2),Substantial,Airplane,N60760,CESSNA,150J,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,2,,,,VMC,MANEUVERING,Probable Cause,05/06/2009,
20080429X00563,Accident,MIA08LA090,04/17/2008,"Warrenton, VA",United States,38.655556,-77.786944,7VG0,Warrenton Air Park,Fatal(1),Substantial,Airplane,N2692P,Emory B. Wood,Phantom X1,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,VMC,TAKEOFF,Probable Cause,12/08/2008,
20080423X00534,Accident,DEN08GA076,04/15/2008,"Fort Carson, CO",United States,38.635277,-104.863889,,,Fatal(1),Destroyed,Airplane,N602AA,AIR TRACTOR,AT-602,No,1,Turbo Prop,Part 91: General Aviation,,Public Use,,1,0,0,0,VMC,MANEUVERING,Probable Cause,01/29/2009,
20080421X00524,Accident,ANC08FA053,04/15/2008,"Chickaloon, AK",United States,61.838333,-147.376945,,,Fatal(4),Substantial,Helicopter,N213EH,EUROCOPTER,AS 350 B2,No,1,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,,ERA HELICOPTERS LLC (DBA: ERA Helicopters),4,1,,,VMC,TAKEOFF,Probable Cause,12/09/2011,
20080417X00505,Accident,MIA08LA089,04/13/2008,"Lakeland, FL",United States,27.986666,-82.018611,LAL,Lakeland Linder Regional,Fatal(1),Substantial,Airplane,N1177M,Dayon,Lancair Legacy,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,TAKEOFF,Probable Cause,05/06/2009,
20080415X00483,Accident,CHI08LA101,04/11/2008,"Roseglen, ND",United States,47.695277,-101.760278,,,Fatal(2),Substantial,Airplane,N7490G,CESSNA,172K,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,0,0,0,VMC,MANEUVERING,Probable Cause,12/28/2008,
20080414X00469,Accident,DFW08LA097,04/10/2008,"Taylor, TX",United States,30.572500,-97.443055,T74,TAYLOR MUNI,Fatal(1),Minor,Airplane,N300FL,RAYTHEON,B200,No,2,Turbo Prop,Part 91: General Aviation,,Personal,,1,,,1,VMC,STANDING,Probable Cause,05/06/2009,
20080416X00496,Accident,SEA08FA108,04/08/2008,"Big Bear City, CA",United States,34.257222,-117.009167,,,Fatal(1),Destroyed,Airplane,N868PC,Cirrus Design Corp.,SR22,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,IMC,,Probable Cause,04/16/2009,
20080410X00448,Accident,SEA08LA105,04/07/2008,"Cheyenne, WY",United States,41.548611,-104.882500,,,Fatal(1),Substantial,,C-GGTM,Glasair,Glasair III,Yes,1,Reciprocating,,,Personal,,1,,,,IMC,,Probable Cause,08/28/2008,
20080421X00519,Accident,NYC08FA158,04/07/2008,"Polk City, FL",United States,81.838333,-28.188611,,,Fatal(1),Substantial,Airplane,N357DT,Chech Aircraft Works SPOL SRO,CH 601 XL RTF,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,,Probable Cause,06/11/2009,
20080422X00528,Accident,NYC08FA157,04/07/2008,"Seale, AL",United States,32.366389,-85.149444,CSG,Columbus Metropolitan Airport,Fatal(2),Destroyed,Airplane,N210HM,CARTWRIGHT H JR/COTTRELL M,RV-10,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,2,0,0,0,IMC,GO-AROUND,Probable Cause,03/05/2009,
20080425X00546,Accident,NYC08FA155,04/06/2008,"Belfast, ME",United States,44.396389,-68.961944,BST,Belfast  Municipal Airport,Fatal(1),Substantial,Airplane,N601RH,SIAI-Marchetti,SF-260,No,1,,Part 91: General Aviation,,Personal,,1,,,,VMC,,Probable Cause,10/20/2009,
20080410X00449,Accident,LAX08FA092,04/02/2008,"Benson, AZ",United States,31.999444,-110.361944,E95,Benson Municipal,Fatal(2),Substantial,Airplane,N20480,BEECH,95-B55,No,2,Reciprocating,Part 91: General Aviation,,Business,,2,,,,VMC,GO-AROUND,Probable Cause,05/06/2009,
20080403X00419,Accident,NYC08FA148,03/24/2008,"Venice, FL",United States,27.078334,-82.466667,VNC,Venice Municipal Airport,Fatal(1),Substantial,Airplane,N465TC,PIPER,PA 28-161,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,VMC,TAKEOFF,Probable Cause,11/10/2008,
20080410X00453,Accident,NYC08FA143,03/21/2008,"Rome, GA",United States,34.342777,-85.154722,RMG,Richard B. Russell,Fatal(2),Substantial,Airplane,N184AA,BEECH,BE-76,No,2,Reciprocating,Part 91: General Aviation,,Instructional,,2,,,,VMC,MANEUVERING,Probable Cause,05/12/2009,
20080324X00369,Accident,MIA08FA081,03/20/2008,"Waxhaw, NC",United States,34.986389,-80.757778,NC21,Aero Plantation,Fatal(1),Substantial,Airplane,N615WM,Cirrus,SR22,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,APPROACH,Probable Cause,07/16/2009,
20080325X00381,Accident,LAX08LA078,03/18/2008,"Winslow, AZ",United States,35.021945,-110.722500,INW,WINSLOW MUNI,Fatal(1),Substantial,,N742MJ,Jenkins,RV-7A,Yes,1,Reciprocating,,,Personal,,1,,,,VMC,,Probable Cause,08/28/2008,
20080321X00348,Accident,NYC08FA139,03/16/2008,"Atkins, VA",United States,36.933056,-81.381667,,,Fatal(2),Destroyed,Airplane,C-FRSK,MOONEY,M20C,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,,Probable Cause,11/15/2011,
20080320X00340,Accident,MIA08FA080,03/16/2008,"Wildwood, FL",United States,28.897222,-82.201111,,,Fatal(2),,,C-FFBC,Cessna,182B,No,1,Reciprocating,,,Personal,,2,,,,VMC,,Probable Cause,08/28/2008,
20080319X00332,Accident,NYC08FA138,03/14/2008,"Front Royal, VA",United States,38.905556,-78.318889,FRR,Front Royal-Warren County,Fatal(2),Destroyed,Airplane,N141SR,Cirrus Design Corp,SR22,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,0,0,0,VMC,TAKEOFF,Probable Cause,03/24/2009,
20080321X00357,Accident,NYC08FA134,03/13/2008,"Wilmington, NC",United States,34.124723,-77.898333,,,Fatal(1),Substantial,Helicopter,N2215R,ROBINSON,R22 Beta II,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,,Probable Cause,08/12/2010,
20080321X00349,Accident,NYC08FA133,03/13/2008,"Indiantown, FL",United States,27.167223,-80.600278,OBE,Okeechobee County Airport,Fatal(4),Substantial,Airplane,N284SP,CESSNA,172,No,1,Reciprocating,Part 91: General Aviation,,Aerial Observation,,4,0,0,0,VMC,MANEUVERING,Probable Cause,12/28/2008,
20080317X00315,Accident,DFW08FA080,03/10/2008,"Abbeville, LA",United States,30.034722,-92.066667,LFT,LAFAYETTE REGIONAL,Fatal(2),Destroyed,,N732RR,Cessna,T210M,No,1,Reciprocating,,,Personal,,2,,,,IMC,,Probable Cause,07/30/2008,
20080317X00316,Accident,DFW08LA081,03/09/2008,"Ledbetter, TX",United States,,,,,Fatal(1),Destroyed,,N410MR,Ritter,RV-10,Yes,1,Reciprocating,,,Personal,,1,,,,VMC,,Probable Cause,06/30/2008,
20080311X00294,Accident,DFW08FA078,03/08/2008,"Gun Barrel City, TX",United States,32.033333,-96.142777,,,Fatal(1),Substantial,Airplane,N13246,Cessna,172M,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,1,,,VMC,MANEUVERING,Probable Cause,03/25/2010,
20080311X00297,Accident,DFW08MA076,03/04/2008,"Oklahoma City, OK",United States,35.472223,-97.667223,,,Fatal(5),Destroyed,Airplane,N113SH,CESSNA,500,No,2,Turbo Jet,Part 91: General Aviation,,Business,,5,,,,VMC,TAKEOFF,Probable Cause,10/29/2009,
20080305X00265,Accident,MIA08FA070B,03/01/2008,"Titusville, FL",United States,28.620000,-80.834722,X21,Arthur Dunn Air Park,Fatal(3),Destroyed,Airplane,N128RV,William E. Hess,RV-8,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,3,1,,,VMC,TAXI,Probable Cause,07/28/2009,
20080305X00265,Accident,MIA08FA070A,03/01/2008,"Titusville, FL",United States,28.620000,-80.834722,X21,Arthur Dunn Air Park,Fatal(3),Destroyed,Airplane,N244CU,Ulrich Christen,Velocity XL RG,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,3,1,,,VMC,TAXI,Probable Cause,07/28/2009,
20080305X00271,Accident,LAX08FA068,02/27/2008,"Riverside, CA",United States,33.944722,-117.446666,RAL,Riverside Municipal Airport,Fatal(3),Destroyed,Airplane,N591BB,MOONEY,M20C,No,1,Reciprocating,Part 91: General Aviation,,Personal,,3,,,,VMC,TAKEOFF,Probable Cause,05/06/2009,
20080306X00281,Accident,ANC08FA037,02/27/2008,"Tyonek, AK",United States,61.029723,-151.398611,,,Fatal(1),Substantial,Airplane,N8458D,CESSNA,170B,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,VMC,MANEUVERING,Probable Cause,01/05/2009,
20080319X00336,Accident,NYC08FA109,02/21/2008,"Cumberland, MD",United States,39.642500,-78.698333,CBE,Greater Cumberland Regional,Fatal(2),Substantial,Airplane,N3815T,BEECH,A36,No,1,Reciprocating,Part 91: General Aviation,,Business,,2,,,,IMC,APPROACH,Probable Cause,05/06/2009,
20080221X00223,Accident,LAX08LA063,02/17/2008,"Nevada City, CA",United States,39.278889,-120.983056,KGOO,Nevada City Air Park,Fatal(1),Substantial,Airplane,N331KM,Wilson,RV-7,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,VMC,,Probable Cause,02/25/2009,
20080222X00228,Accident,SEA08FA078,02/16/2008,"Portland, OR",United States,45.583889,-122.618056,PDX,Portland International,Fatal(1),Destroyed,Airplane,N621ER,LANCAIR,LC41,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,IMC,GO-AROUND,Probable Cause,01/29/2009,
20080221X00222,Accident,LAX08LA059,02/16/2008,"Stanwood, WA",United States,48.228334,-122.365556,KAWO,Arlington Municipal,Fatal(2),Substantial,,N154RM,Munson,RV-6A,Yes,1,Reciprocating,,,Personal,,2,,,,VMC,,Probable Cause,08/28/2008,
20080220X00216,Accident,DEN08FA059,02/16/2008,"Benton, KS",United States,37.787500,-97.125556,1K1,Lloyd Stearman Field Airport,Fatal(2),Destroyed,,N41LP,Cessna,414A,No,2,Reciprocating,,,Personal,,2,,,,IMC,,Probable Cause,08/28/2008,
20080220X00215,Accident,DEN08FA058,02/13/2008,"Sterling, KS",United States,38.149444,-98.320278,,NA,Fatal(1),Destroyed,Airplane,N62793,Piper,PA-23-250,No,2,Reciprocating,Part 91: General Aviation,,Positioning,,1,,,,VMC,,Probable Cause,12/28/2008,
20080212X00177,Accident,SEA08LA072,02/08/2008,"Albany, OR",United States,44.687500,-123.011111,,,Fatal(3),Substantial,,N329BW,Wooters,Lancair ES,Yes,1,Reciprocating,,,Personal,,3,,,,VMC,,Probable Cause,09/26/2008,
20080222X00232,Accident,CHI08LA080,02/08/2008,"Grand Meadow, MN",United States,43.669723,-92.605000,,,Fatal(1),Substantial,Airplane,N3537V,CESSNA,140,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,IMC,MANEUVERING,Probable Cause,04/16/2009,
20080222X00227,Accident,DFW08FA062,02/05/2008,"S. Padre Island, TX",United States,26.138889,-97.206944,,,Fatal(3),Substantial,Helicopter,N911VA,Eurocopter France,AS350B2,No,1,Turbo Shaft,Part 91: General Aviation,,,,3,0,0,0,VMC,MANEUVERING,Probable Cause,02/04/2009,
20080219X00205,Accident,DFW08FA061,02/04/2008,"Baytown, TX",United States,29.756667,-94.845000,,,Fatal(1),Destroyed,,N968CC,Cessna,210,No,1,Reciprocating,,,Personal,,1,,,,IMC,,Probable Cause,05/28/2008,
20080207X00150,Accident,MIA08FA052,02/03/2008,"Elkin, NC",United States,36.281111,-80.780278,ZEF,Elkin Municipal Airport,Fatal(1),Substantial,Airplane,N580RG,KAYLOR J E/STRAHLMANN R L,RV-4,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,VMC,,Probable Cause,02/25/2009,
20080211X00171,Accident,SEA08LA070,02/02/2008,"Maricopa, CA",United States,34.955833,-119.446666,,,Fatal(1),Destroyed,Airplane,N96KR,KIDD CHRIS,HARMON ROC,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,VMC,MANEUVERING,Probable Cause,12/28/2008,
20080219X00209,Accident,LAX08FA058,02/02/2008,"Cabazon, CA",United States,34.000278,-116.778889,,,Fatal(4),Destroyed,Airplane,N354TJ,CESSNA,340A,No,2,Reciprocating,Part 91: General Aviation,,Personal,,4,,,,IMC,CRUISE,Probable Cause,08/04/2011,
20080206X00142,Accident,DFW08FA060,02/02/2008,"Lindsay, OK",United States,34.857222,-97.586389,1K2,Lindsay Municipal,Fatal(2),Destroyed,Airplane,N824BJ,CIRRUS DESIGN CORP,SR22,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,2,,,,VMC,MANEUVERING,Probable Cause,07/16/2009,
20080211X00169,Accident,NYC08MA090,02/01/2008,"Mount Airy, NC",United States,36.463333,-80.550833,MWK,Mt. Airy/Surry County Airport,Fatal(6),Substantial,Airplane,N57WR,RAYTHEON AIRCRAFT COMPANY,C90A,No,2,Turbo Prop,Part 91: General Aviation,,Personal,,6,,,,IMC,GO-AROUND,Probable Cause,04/22/2010,
20080211X00172,Accident,MIA08MA051,02/01/2008,"West Gardiner, ME",United States,44.237500,-69.851667,,,Fatal(2),Destroyed,Airplane,N102PT,CESSNA,525,No,2,Turbo Fan,Part 91: General Aviation,,Personal,,2,,,,IMC,CLIMB,Probable Cause,06/27/2011,
20080210X00160,Accident,NYC08LA087,01/27/2008,"McCullough, AL",United States,31.166667,-87.525000,NONE,,Fatal(1),Destroyed,,N75474,Unknown,Free Bird Sportlite,Yes,1,Reciprocating,,,Personal,,1,,,,VMC,,Probable Cause,08/28/2008,
20080201X00130,Accident,LAX08FA052,01/25/2008,"Los Angeles, CA",United States,33.945833,-118.279723,,,Fatal(1),Destroyed,Helicopter,N705JJ,ROBINSON HELICOPTER,R22 BETA,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,VMC,,Probable Cause,02/25/2009,
20080128X00108,Accident,MIA08FA044,01/22/2008,"Ochopee, FL",United States,25.861389,-80.880556,KTNT,Dade-Collier T and T Airport,Fatal(2),Substantial,,N18HB,Robinson,R44,No,1,Reciprocating,,,Personal,,2,,,,VMC,,Probable Cause,05/28/2008,
20080130X00124,Accident,LAX08FA049B,01/20/2008,"Corona, CA",United States,33.882223,-117.617500,,,Fatal(5),Destroyed,Airplane,N4008V,CESSNA,150M,No,1,Reciprocating,Part 91: General Aviation,,Personal,,5,,,,VMC,APPROACH,Probable Cause,06/11/2009,
20080130X00124,Accident,LAX08FA049A,01/20/2008,"Corona, CA",United States,33.882223,-117.617500,,,Fatal(5),Destroyed,Airplane,N737EJ,CESSNA,172N,No,1,Reciprocating,Part 91: General Aviation,,Personal,,5,,,,VMC,APPROACH,Probable Cause,06/11/2009,
20080208X00159,Accident,LAX08LA050,01/19/2008,"Green Valley, AZ",United States,31.940555,-111.081667,,,Fatal(2),Substantial,Airplane,N614LF,Air Creation,Clipper,Yes,1,Reciprocating,Part 91: General Aviation,,Instructional,,2,,,,VMC,UNKNOWN,Probable Cause,05/06/2009,
20080123X00098,Accident,LAX08FA047,01/18/2008,"Selma, CA",United States,36.565000,-119.723889,KFCH,Fresno Chandler Executive,Fatal(1),Substantial,Airplane,N4662M,Beechcraft,V35B,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,VMC,DESCENT,Probable Cause,01/29/2009,
20080128X00111,Accident,DFW08FA057,01/18/2008,"San Antonio, TX",United States,29.346389,-98.294444,SAT,San Antonio International,Fatal(1),Destroyed,Airplane,N169CA,PIPER,PA46-500TP,No,1,Turbo Prop,Part 91: General Aviation,,Personal,,1,,,,IMC,APPROACH,Probable Cause,03/03/2010,
20080129X00119,Accident,DFW08FA056,01/16/2008,"Tulsa, OK",United States,36.225834,-95.889444,KTUL,Tulsa International Airport,Fatal(1),Substantial,Airplane,N712AT,AERO COMMANDER,500B,No,2,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,,"Central Air Southwest (DBA: Central Air Southwest, Inc.)",1,,,,IMC,TAKEOFF,Probable Cause,10/01/2009,
20080122X00085,Accident,CHI08FA066,01/16/2008,"Cleveland, OH",United States,41.517500,-81.683333,BKL,BURKE LAKEFRONT,Fatal(1),Substantial,Airplane,N3217L,Hawker Beechcraft Corp.,58,No,2,Reciprocating,Part 91: General Aviation,,Positioning,,1,,,,VMC,TAKEOFF,Probable Cause,07/28/2009,
20080117X00067,Accident,SEA08FA062,01/14/2008,"Lihue, HI",United States,21.850556,-159.324167,LIH,Lihue,Fatal(1),Destroyed,Airplane,N410UB,Hawker Beechcraft Corporation,1900C,No,2,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,,,1,,,,VMC,APPROACH,Probable Cause,09/17/2009,
20080123X00090,Accident,MIA08FA038,01/12/2008,"Clearwater, FL",United States,27.913056,-82.674723,KPIE,St Petersburg-Clearwater Int'l,Fatal(3),Substantial,Airplane,N7100Q,CESSNA,172L,No,1,Reciprocating,Part 91: General Aviation,,Personal,,3,0,0,0,VMC,APPROACH,Probable Cause,01/29/2009,
20080116X00062,Accident,CHI08FA061,01/12/2008,"Port Clinton, OH",United States,41.527222,-82.870000,PCW,CARL R KELLER FIELD,Fatal(4),Substantial,,N2637Y,Cessna,340,No,2,Reciprocating,,,Personal,,4,,,,VMC,,Probable Cause,06/30/2008,
20080117X00068,Accident,SEA08LA058,01/10/2008,"Perris, CA",United States,33.884722,-117.252222,,,Fatal(1),Substantial,,N9639H,Corsario,MK-5,Yes,1,Reciprocating,,,Personal,,1,,,,VMC,,Probable Cause,07/30/2008,
20080116X00063,Accident,ANC08MA038,01/05/2008,"Kodiak, AK",United States,57.750556,-152.468611,ADQ,Kodiak,Fatal(6),Substantial,Airplane,N509FN,PIPER,PA-31-350,No,2,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,,"Servant Air, Inc.",6,3,1,,VMC,TAKEOFF,Probable Cause,08/04/2011,
20080107X00027,Accident,DFW08LA055,01/03/2008,"Oklahoma City, OK",United States,35.533611,-97.641389,PWA,Wiley Post,Fatal(1),,,N398J,Pilatus,PC-12/45,No,1,Turbo Prop,,,Personal,,1,,,8,VMC,,Probable Cause,03/31/2008,
20080109X00032,Accident,NYC08FA071,12/30/2007,"Cherokee, AL",United States,34.688611,-87.920000,,,Fatal(3),Substantial,Helicopter,N109AE,BELL,206L-3,No,1,Turbo Shaft,Part 91: General Aviation,,Other Work Use,,3,0,0,0,VMC,MANEUVERING,Probable Cause,01/15/2009,
20080114X00045,Accident,LAX08FA043,12/30/2007,"Paso Robles, CA",United States,35.542222,-120.522778,PRB,Paso Robles Airport,Fatal(1),Substantial,,N254SR,Cirrus Design Corp.,SR22,No,1,Reciprocating,,,Personal,,1,,,,VMC,MANEUVERING,Probable Cause,09/26/2008,
20080103X00010,Accident,DFW08LA052,12/29/2007,"Crowley, TX",United States,32.557222,-97.485555,,,Fatal(2),Destroyed,Gyrocraft,N136DG,ALTHOUSE,RAF 2000 GTX,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,2,0,0,0,VMC,MANEUVERING,Probable Cause,12/03/2008,
20071231X02014,Accident,DFW08FA053,12/29/2007,"Venice, LA",United States,28.958056,-89.258889,,South Pass 38,Fatal(1),Destroyed,Helicopter,N211EL,Bell,206L1,No,1,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,,,1,1,2,,IMC,APPROACH,Probable Cause,07/15/2009,
20080108X00030,Accident,CHI08FA055,12/27/2007,"Traverse City, MI",United States,44.737222,-85.527500,TVC,Cherry Capital Airport,Fatal(1),Destroyed,Airplane,N37249,CESSNA,310R,No,2,Reciprocating,Part 91: General Aviation,,Personal,,1,1,,,IMC,APPROACH,Probable Cause,08/05/2011,
20080722X01095,Accident,DFW08LA134,12/21/2007,"Glenwood, NM",United States,33.357500,-108.673889,,,Fatal(2),Destroyed,Airplane,N28836,CESSNA,310,No,2,Reciprocating,Part 91: General Aviation,,Personal,,2,0,0,0,,UNKNOWN,Probable Cause,12/28/2008,
20071231X02011,Accident,CHI08FA054,12/20/2007,"Warrens, WI",United States,44.216389,-90.428334,,,Fatal(1),Destroyed,Airplane,N1919H,Piper,PA-32R-300,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,IMC,CRUISE,Probable Cause,12/28/2008,
20080102X00007,Accident,CHI08FA053,12/20/2007,"Springfield, IL",United States,39.736389,-89.804444,KSPI,Abraham Lincoln Capital Arpt,Fatal(3),Destroyed,Airplane,N17784,Beech,V35B,No,1,Reciprocating,Part 91: General Aviation,,Personal,,3,,,,IMC,APPROACH,Probable Cause,05/10/2010,
20080102X00001,Accident,DEN08LA040,12/15/2007,"Mesilla, NM",United States,32.286945,-106.789445,,,Fatal(1),Destroyed,,N45500,Garniss,STOL 701,Yes,1,Reciprocating,,,Personal,,1,,,,VMC,MANEUVERING,Probable Cause,05/28/2008,
20071227X01998,Accident,NYC08LA059,12/12/2007,"Statesville, NC",United States,35.764722,-80.953889,SVH,Statesville Regional,Fatal(1),Substantial,Airplane,N199JW,"Wootton, John",Aero Canard,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,VMC,TAKEOFF,Probable Cause,01/14/2009,
20071219X01975,Accident,SEA08FA045,12/11/2007,"Minersville, UT",United States,38.112500,-113.001111,,,Fatal(3),Destroyed,Airplane,N364KW,BEECH,A36TC,No,1,Reciprocating,Part 91: General Aviation,,Personal,,3,0,0,0,VMC,CRUISE,Probable Cause,11/10/2008,
20071219X01978,Accident,SEA08FA042,12/10/2007,"Salmon, ID",United States,45.113889,-113.884722,KSMN,Lemhi County Airport,Fatal(2),Destroyed,Airplane,N925TT,BEECH,200,No,2,Turbo Prop,Part 91: General Aviation,,Executive/Corporate,,2,,,2,IMC,TAKEOFF,Probable Cause,08/04/2011,
20080109X00034,Accident,NYC08FA056,12/09/2007,"Warrenton, VA",United States,38.624723,-77.753056,W66,Warrenton-Fauquier Airport,Fatal(1),Substantial,Airplane,N5481D,BEECH,H35,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,IMC,APPROACH,Probable Cause,12/28/2008,
20071227X02001,Accident,NYC08FA054B,12/08/2007,"Parkland, FL",United States,26.347222,-80.315278,,,Fatal(2),Destroyed,Airplane,N24478,CESSNA,152,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,2,,,,VMC,CRUISE,Probable Cause,05/06/2009,
20071227X02001,Accident,NYC08FA054A,12/08/2007,"Parkland, FL",United States,26.347222,-80.315278,,,Fatal(2),Destroyed,Airplane,N766CC,PIPER,PA-30,No,2,,Part 91: General Aviation,,Personal,,2,,,,VMC,CRUISE,Probable Cause,05/06/2009,
20071218X01970,Accident,MIA08FA027,12/08/2007,"Bloomfield, KY",United States,37.952222,-85.235833,JVY,Clark Regional Airport,Fatal(2),Substantial,Airplane,N5431C,CESSNA,T210N,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,0,0,0,IMC,APPROACH,Probable Cause,01/29/2009,
20071211X01926,Accident,MIA08FA026,12/07/2007,"Woodland, AL",United States,33.627223,-85.531389,,,Fatal(2),Destroyed,Airplane,N2643C,Cessna,R182,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,2,,,,VMC,UNKNOWN,Probable Cause,01/26/2010,
20071219X01977,Accident,SEA08FA046,12/06/2007,"Orting, WA",United States,47.067778,-122.101111,,,Fatal(1),Substantial,,N4388P,Piper,PA-28-236,No,1,Reciprocating,,,Personal,,1,,,,VMC,MANEUVERING,Probable Cause,04/30/2008,
20071227X01997,Accident,NYC08FA053,12/05/2007,"Augusta, GA",United States,33.481389,-82.040833,,,Fatal(1),Substantial,Airplane,N43274,PIPER,PA-28R-200,No,1,Reciprocating,Part 91: General Aviation,,Business,,1,,,,VMC,CRUISE,Probable Cause,07/14/2009,
20071212X01932,Accident,CHI08FA045,12/05/2007,"Columbus, OH",United States,39.788333,-82.940277,LCK,Rickenbacker International,Fatal(2),Destroyed,Airplane,N28MG,CESSNA,208B,No,2,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,,Castle Aviation LLC,2,,,,IMC,TAKEOFF,Probable Cause,08/17/2012,
20071227X02000,Accident,NYC08FA051,12/04/2007,"New Castle, DE",United States,39.675556,-75.612222,ILG,New Castle Airport,Fatal(1),Destroyed,Airplane,N105PP,BEECH,60,No,2,,Part 91: General Aviation,,Personal,,1,,,,VMC,TAXI,Probable Cause,06/11/2009,
20071213X01937,Accident,ANC08FA025,12/03/2007,"Whittier, AK",United States,60.809722,-148.555278,,,Fatal(4),Substantial,Helicopter,N141LG,Eurocopter Deutschland,BK117C1,No,2,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Other Work Use,,4,,,,IMC,CRUISE,Probable Cause,11/17/2009,
20071212X01933,Accident,CHI08LA046,11/29/2007,"Benton, IL",United States,38.006667,-88.934444,H96,Benton Municipal Airport,Fatal(1),Destroyed,Airplane,N7016M,SWEARINGEN T R/MASTERS W,Rand KR 2,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,VMC,TAKEOFF,Probable Cause,12/28/2008,
20071207X01913,Accident,MIA08FA021,11/28/2007,"Fort Myers, FL",United States,26.526945,-81.783889,RSW,Southwest Florida Internationa,Fatal(1),Substantial,Airplane,N201VX,Mooney,M20J,No,1,,Part 91: General Aviation,,Personal,,1,0,0,0,IMC,APPROACH,Probable Cause,01/14/2009,
20071203X01887,Accident,DFW08FA040,11/28/2007,"Marlow, OK",United States,34.618889,-97.800278,,,Fatal(2),Substantial,Airplane,N6555D,CESSNA,172N,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,0,0,0,VMC,MANEUVERING,Probable Cause,12/28/2008,
20071203X01889,Accident,DEN08FA036,11/28/2007,"Farmerville, LA",United States,32.868889,-92.533611,,,Fatal(1),Destroyed,,N5134N,Cessna,182Q,No,1,Reciprocating,,,Aerial Observation,,1,,,,VMC,MANEUVERING,Probable Cause,04/30/2008,
20071130X01879,Accident,DFW08FA038,11/27/2007,"Tulsa, OK",United States,36.048611,-95.981111,KRVS,Richard Lloyd Jones airport,Fatal(2),Destroyed,Airplane,N3NG,CESSNA,T210M,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,1,0,0,VMC,CLIMB,Probable Cause,12/28/2008,
20071129X01876,Accident,CHI08LA041,11/27/2007,"Apple River, IL",United States,42.466389,-90.169445,,,Fatal(1),Substantial,Airplane,N2159M,HERINK H R/HERINK R W,CHALLENGER,Yes,1,,Part 91: General Aviation,,Personal,,1,0,0,0,VMC,UNKNOWN,Probable Cause,12/28/2008,
